accession,raw_file_count,total_file_count,title,submission_type,submission_date,publication_date,project_url
PXD038042,5,6,IFNγ protects motor neurons from oxidative stress via enhanced global protein synthesis in FUS-associated Amyotrophic Lateral Sclerosis,COMPLETE,2022-11-08,2024-01-26,https://www.ebi.ac.uk/pride/archive/projects/PXD038042
PXD038184,5,11,The potential interacting proteins of QQS by IP-MS,PARTIAL,2022-11-16,2024-07-20,https://www.ebi.ac.uk/pride/archive/projects/PXD038184
PXD038315,5,6,Interaction between Lactiplantibacillus plantarum RX-8 and Wickerhamomyces anomalus Y-5 under co-culture by proteomics analysis,PARTIAL,2022-11-23,2022-12-04,https://www.ebi.ac.uk/pride/archive/projects/PXD038315
PXD038660,5,8,Aging-triggered iron-rich insoluble protein aggregates in the spleen originate chiefly from red pulp macrophages.,PARTIAL,2022-12-07,2023-02-02,https://www.ebi.ac.uk/pride/archive/projects/PXD038660
PXD038699,5,10,Spatial single-cell mass spectrometry defines zonation of the hepatocyte proteome,PARTIAL,2022-12-09,2023-10-02,https://www.ebi.ac.uk/pride/archive/projects/PXD038699
PXD038929,5,10,Systems-level temporal immune-metabolic profile in Crimean-Congo hemorrhagic fever virus infection,PARTIAL,2022-12-19,2023-10-11,https://www.ebi.ac.uk/pride/archive/projects/PXD038929
PXD039282,5,6,SENSITIVE ANALYSIS OF RECOMBINANT HUMAN ERYTHROPOIETIN GLYCOPEPTIDES BY ON-LINE PHENYLBORONIC ACID SOLID-PHASE EXTRACTION CAPILLARY ELECTROPHORESIS-MASS SPECTROMETRY,PARTIAL,2023-01-05,2023-02-13,https://www.ebi.ac.uk/pride/archive/projects/PXD039282
PXD039441,5,8,Characterization of Arginine Methylation in Cancer Cell using LC-MS/MS,PARTIAL,2023-01-14,2024-01-11,https://www.ebi.ac.uk/pride/archive/projects/PXD039441
PXD039925,5,6,Extracting proteins from microscopic biominerals:    a reproducible method development using oyster larvae,COMPLETE,2023-02-07,2023-10-15,https://www.ebi.ac.uk/pride/archive/projects/PXD039925
PXD040089,5,16,Selectivity profiling of SLC16A3/MCT4 inhibitor slCeMM1 using photoaffinity probe,COMPLETE,2023-02-13,2023-10-16,https://www.ebi.ac.uk/pride/archive/projects/PXD040089
PXD040101,5,10,LC-MSMS analysis of plasma from multiple sclerosis-affected patients,COMPLETE,2023-02-13,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD040101
PXD040205,5,20,"Fast proteomics with dia-PASEF and analytical flow-rate chromatography
",PARTIAL,2023-02-16,2023-07-03,https://www.ebi.ac.uk/pride/archive/projects/PXD040205
PXD040208,5,9,Kinase Selectivity Profiling of anti-MRSA Diarylimidazoles in HEK293 Cells,PARTIAL,2023-02-16,2024-01-26,https://www.ebi.ac.uk/pride/archive/projects/PXD040208
PXD040598,5,8,Protein abundances following 24h of SPARK depletion in Toxoplasma gondii,COMPLETE,2023-03-05,2024-07-12,https://www.ebi.ac.uk/pride/archive/projects/PXD040598
PXD040625,5,6,HISTOLOGICAL AND PROTEOMIC CHARACTERIZATION OF MUSCULOSKELETAL AMYLOIDOMAS,PARTIAL,2023-03-06,2026-03-05,https://www.ebi.ac.uk/pride/archive/projects/PXD040625
PXD040650,5,18,Proteomic analysis for astroglial exosomes,COMPLETE,2023-03-07,2023-08-10,https://www.ebi.ac.uk/pride/archive/projects/PXD040650
PXD040947,5,21,Expanding the Characterization of Microbial Ecosystems using DIA-PASEF Metaproteomics,PARTIAL,2023-03-17,2023-05-04,https://www.ebi.ac.uk/pride/archive/projects/PXD040947
PXD041024,5,6,VEGFR2 pY1173 binding partners as identified by shotgun proteomics,PARTIAL,2023-03-22,2023-09-19,https://www.ebi.ac.uk/pride/archive/projects/PXD041024
PXD041193,5,22,Chemoproteomic Target Identification for SP100030 and SPC-839,COMPLETE,2023-03-30,2024-03-05,https://www.ebi.ac.uk/pride/archive/projects/PXD041193
PXD042035,5,7,Anti-methicillin-resistant Staphylococcus aureus Peptides,PARTIAL,2023-05-06,2023-08-31,https://www.ebi.ac.uk/pride/archive/projects/PXD042035
PXD042261,5,6,Interaction of Cystatin6 with Legumain-beta in Arabidopsis seeds,PARTIAL,2023-05-16,2023-08-23,https://www.ebi.ac.uk/pride/archive/projects/PXD042261
PXD042367,5,15,A framework for ultra-low input spatial tissue proteomics,PARTIAL,2023-05-20,2023-11-08,https://www.ebi.ac.uk/pride/archive/projects/PXD042367
PXD042535,5,20,Comparing different pregnant mare serum gonadotropin products: surprising differences in protein content and a new sialic acid O-acetylation,COMPLETE,2023-05-30,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD042535
PXD042711,5,8,Immunopeptidome of a human beta cell line infected by Coxsackievirus B strains,PARTIAL,2023-06-04,2023-08-19,https://www.ebi.ac.uk/pride/archive/projects/PXD042711
PXD042768,5,11,LC-MS of FAPS-sorted ELVAs from mouse oocytes,PARTIAL,2023-06-06,2024-02-20,https://www.ebi.ac.uk/pride/archive/projects/PXD042768
PXD042821,5,13,Stepwise emergence of the neuronal gene expression program  in early animal evolution,PARTIAL,2023-06-08,2023-11-10,https://www.ebi.ac.uk/pride/archive/projects/PXD042821
PXD042908,5,7,Protein-protein interactions of p21 in MCF7 cells during cellular senescence,PARTIAL,2023-06-12,2024-06-02,https://www.ebi.ac.uk/pride/archive/projects/PXD042908
PXD042944,5,6,Camellia nitidissima patal LC-MSMS,PARTIAL,2023-06-13,2024-10-19,https://www.ebi.ac.uk/pride/archive/projects/PXD042944
PXD042983,5,10,BLM helicase protein negatively regulates stress granule formation through unwinding RNA G-quadruplex structures,PARTIAL,2023-06-14,2023-10-24,https://www.ebi.ac.uk/pride/archive/projects/PXD042983
PXD043098,5,15,TTC33 forms a complex with WDR61 and PHF5A to recruit factors relevant to genomic integrity 1/2,PARTIAL,2023-06-19,2026-07-09,https://www.ebi.ac.uk/pride/archive/projects/PXD043098
PXD043169,5,11,Rosa Damascena Stem Cell-derived Exosome,PARTIAL,2023-06-21,2023-08-21,https://www.ebi.ac.uk/pride/archive/projects/PXD043169
PXD043301,5,23,GPATCH4 regulates rRNA and snRNA 2’-O-methylation in both DHX15-dependent and DHX15-independent mannersGPATCH4 regulates rRNA and snRNA 2’-O-methylation in both DHX15-dependent and DHX15-independent manners,PARTIAL,2023-06-26,2025-08-15,https://www.ebi.ac.uk/pride/archive/projects/PXD043301
PXD043376,5,16,CdGAP is a Talin-binding protein and a target of TGF-β signaling that promotes HER2-positive breast cancer growth and metastasis,PARTIAL,2023-06-28,2023-07-14,https://www.ebi.ac.uk/pride/archive/projects/PXD043376
PXD043400,5,13,Co-immunoprecipitation coupled with mass for RNR10 in rice&Identification of ubiquitination sites in rice DNR1,PARTIAL,2023-06-29,2023-09-30,https://www.ebi.ac.uk/pride/archive/projects/PXD043400
PXD043748,5,8,Characterization of ZIC4 role in choroid plexus carcinoma,PARTIAL,2023-07-13,2024-07-26,https://www.ebi.ac.uk/pride/archive/projects/PXD043748
PXD044041,5,6,Intramolecular disulfide bridges in Voltage-Dependent Anion Channel 2 (VDAC2) protein from Rattus norvegicus revealed by high resolution mass spectrometry.,PARTIAL,2023-07-24,2024-06-16,https://www.ebi.ac.uk/pride/archive/projects/PXD044041
PXD044103,5,7,Conformational dynamics underlying Atypical Chemokine Receptor 3 activation,PARTIAL,2023-07-26,2024-07-16,https://www.ebi.ac.uk/pride/archive/projects/PXD044103
PXD044147,5,14,IL1B Fibrosis Secretome Samples,PARTIAL,2023-07-27,2024-01-26,https://www.ebi.ac.uk/pride/archive/projects/PXD044147
PXD044196,5,20,A Multi-Faceted Analysis Showing CRNDE Transcripts and a Recently Confirmed Micropeptide as Important Players in Ovarian Carcinogenesis (identification of the CRNDEP micropeptide by immunoprecipitation followed by MS in one OvCa sample),COMPLETE,2023-07-28,2024-04-28,https://www.ebi.ac.uk/pride/archive/projects/PXD044196
PXD044285,5,10,Investigation of the FcRn:IgG interaction by HDX-MS,PARTIAL,2023-08-02,2024-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD044285
PXD044305,5,22,"Proteomics of groundwater microbiomes collected from five wells in Alberta, Canada",PARTIAL,2023-08-02,2024-05-21,https://www.ebi.ac.uk/pride/archive/projects/PXD044305
PXD044592,5,8,Toxoplasma gondii Crk4 interactome,PARTIAL,2023-08-15,2024-06-16,https://www.ebi.ac.uk/pride/archive/projects/PXD044592
PXD044630,5,14,Quality control at the cell surface prevents accumulation of damaged L-type CaV1.2 calcium channels,PARTIAL,2023-08-18,2024-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD044630
PXD044638,5,19,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 1A; S. capsularis Y-17639 WT Vegetative growth,COMPLETE,2023-08-18,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044638
PXD044729,5,28,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 2A; S. capsularis Y-17639 tRNA-Leu(CAG) deletion Vegetative growth,COMPLETE,2023-08-22,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044729
PXD044742,5,23,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 4B; S. capsularis CBS5064 Sporulation,COMPLETE,2023-08-22,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044742
PXD044760,5,21,Neddylation of Insulin receptor substrate acts as a bona fide suppressor for cancer cell migration,COMPLETE,2023-08-23,2024-05-22,https://www.ebi.ac.uk/pride/archive/projects/PXD044760
PXD044763,5,26,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 5A; S. capsularis CBS5638 Vegetative growth,COMPLETE,2023-08-23,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044763
PXD044772,5,22,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation 5B; S. capsularis CBS5638 Sporulation,COMPLETE,2023-08-23,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044772
PXD044785,5,24,"tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 6A; S. capsularis CBS7262 Vegetative growth
",COMPLETE,2023-08-23,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044785
PXD044786,5,18,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation Dataset 6B; S. capsularis CBS7262 Sporulation,COMPLETE,2023-08-23,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044786
PXD044788,5,28,tRNA-Leu(CAG) gene is conserved in most Saccharomycopsis yeast species but is non-essential and does not compete with tRNA-Ser(CAG) in translation 4A; S. capsularis CBS5064 Vegetative growth,COMPLETE,2023-08-23,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD044788
PXD044879,5,15,Identification of Bacillus subtilis TerC proteins MeeF and MeeY Co-immunoprecipitated proteins,PARTIAL,2023-08-26,2023-09-26,https://www.ebi.ac.uk/pride/archive/projects/PXD044879
PXD045209,5,16,Characterisation of the forest cobra (Naja melanoleuca) venom using a multifaceted mass spectrometric-based approach,COMPLETE,2023-09-08,2024-01-03,https://www.ebi.ac.uk/pride/archive/projects/PXD045209
PXD045276,5,13,Proteomic Analysis Reveals Trilaciclib-Induced Senescence,PARTIAL,2023-09-11,2024-06-16,https://www.ebi.ac.uk/pride/archive/projects/PXD045276
PXD045297,5,10,Comprehensive selectivity profile of PARP inhibitors using kinobeads,PARTIAL,2023-09-12,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD045297
PXD045407,5,6,URI alleviates tyrosine kinase inhibitors-induced ferroptosis by reprogramming lipid metabolism in p53 wild-type liver cancers. HEK293T cells were transfected with His-URI plasmid before anti-His immunoprecipitation and gel cutting. LC-MS/MS was performed to identify URI potential binding proteins.,PARTIAL,2023-09-15,2023-09-15,https://www.ebi.ac.uk/pride/archive/projects/PXD045407
PXD045419,5,13,Protein palmitoylation and sphingolipid metabolism cooperatively 1 control regulated exocytosis in cytotoxic lymphocytes,PARTIAL,2023-09-15,2025-09-18,https://www.ebi.ac.uk/pride/archive/projects/PXD045419
PXD045550,5,7,Affinity purification of ADP-ribosylated proteins from A. thaliana plants expressing the Pseudomonas syringae type III effector AvrRpm1 (DDA method) followed by identification of phosphorylation on S/T,PARTIAL,2023-09-21,2023-09-28,https://www.ebi.ac.uk/pride/archive/projects/PXD045550
PXD045586,5,10,Phosphorylation of CFP10 modulates Mycobacterium tuberculosis virulence,PARTIAL,2023-09-22,2023-09-22,https://www.ebi.ac.uk/pride/archive/projects/PXD045586
PXD045628,5,7,iTRAQ-based proteomic analysis of grafting to improve pepper resistance to Phytophthora capsici,PARTIAL,2023-09-25,2024-05-24,https://www.ebi.ac.uk/pride/archive/projects/PXD045628
PXD045813,5,15,"Characterization of pottery foodcrusts through lipid and proteomic analyses: a case study from the Xiawan site in Yixing city, East China",COMPLETE,2023-09-29,2025-07-10,https://www.ebi.ac.uk/pride/archive/projects/PXD045813
PXD046060,5,9,Two novel Bartonella (sub)species isolated from edible dormice (Glis glis): Hints of cultivation stress-induced genomic changes,PARTIAL,2023-10-11,2023-10-28,https://www.ebi.ac.uk/pride/archive/projects/PXD046060
PXD046217,5,25,Xiphophorus Hybrid Liver Mitochondria PRM,COMPLETE,2023-10-18,2024-05-23,https://www.ebi.ac.uk/pride/archive/projects/PXD046217
PXD046332,5,15,Identification and Characterization of a Pepsin and Chymotrypsin-Resistant Peptide in the α Subunit of the 11S Globulin Legumin from Common Bean (Phaseolus vulgaris L.),COMPLETE,2023-10-23,2024-08-09,https://www.ebi.ac.uk/pride/archive/projects/PXD046332
PXD046392,5,23,Modeling flexible protein structure with AlphaFold2 and cross-linking mass spectrometry,COMPLETE,2023-10-25,2024-05-24,https://www.ebi.ac.uk/pride/archive/projects/PXD046392
PXD046609,5,8,Nitroxoline Resistance in Escherichia coli,PARTIAL,2023-11-02,2023-11-22,https://www.ebi.ac.uk/pride/archive/projects/PXD046609
PXD046903,5,10,Mass Spectrometry Methods and Mathematical PK/PD Model for Decision Tree-Guided Covalent Drug Development,PARTIAL,2023-11-13,2025-01-23,https://www.ebi.ac.uk/pride/archive/projects/PXD046903
PXD046926,5,8,Cryo-EM structure of the extracellular domain of murine Thrombopoietin Receptor in complex with Thrombopoietin.,PARTIAL,2023-11-14,2024-01-09,https://www.ebi.ac.uk/pride/archive/projects/PXD046926
PXD046998,5,6,Shotgun proteomics of lung tumors and normal tumor-adjacent tissue of non-small cell lung cancer patients,PARTIAL,2023-11-16,2023-11-27,https://www.ebi.ac.uk/pride/archive/projects/PXD046998
PXD047527,5,10,Assembly of respiratory complex I is regulated by FMN insertion into the N-module.,PARTIAL,2023-12-05,2024-01-26,https://www.ebi.ac.uk/pride/archive/projects/PXD047527
PXD047995,5,7,Molecular insights of cholestasis in MDR2KO murine liver organoids. A model for the early detection of cirrhosis and HCC,COMPLETE,2023-12-20,2026-09-17,https://www.ebi.ac.uk/pride/archive/projects/PXD047995
PXD048075,5,7,Adaptive laboratory evolution of Clostridium autoethanogenum to metabolize CO2 and H2 enhances growth rates in chemostat and unravels proteome and metabolome alterations,PARTIAL,2023-12-22,2024-05-09,https://www.ebi.ac.uk/pride/archive/projects/PXD048075
PXD048116,5,12,Ubiquitin or NEDD8-modified protein catalysed  by UBE2E1_LC-MS/MS,PARTIAL,2023-12-25,2024-02-07,https://www.ebi.ac.uk/pride/archive/projects/PXD048116
PXD048341,5,15,Plasmodium berghei SUN1 and allantoicase interaction proteomics,PARTIAL,2024-01-09,2024-10-24,https://www.ebi.ac.uk/pride/archive/projects/PXD048341
PXD048379,5,17,Proteomic analysis of ovotestes of the snail Biomphalaria glabrata,PARTIAL,2024-01-10,2024-01-23,https://www.ebi.ac.uk/pride/archive/projects/PXD048379
PXD048543,5,9,Ddx39 is essential for the differentiation and telomere homeostasis of Embryonic Stem Cells,PARTIAL,2024-01-15,2025-11-10,https://www.ebi.ac.uk/pride/archive/projects/PXD048543
PXD048846,5,15,Identification of RNA Pol II polymerase interactome in ALL cells,PARTIAL,2024-01-24,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD048846
PXD048906,5,7,Structural basis for lipid transfer by the ATG2A-ATG9A complex,PARTIAL,2024-01-26,2024-08-17,https://www.ebi.ac.uk/pride/archive/projects/PXD048906
PXD048982,5,18,Assessment of biarsenical dye-reactive cysteine residues of human metallothionein MT1E,COMPLETE,2024-01-29,2024-12-16,https://www.ebi.ac.uk/pride/archive/projects/PXD048982
PXD049427,5,12,Auto-sumoylation of the Ubc9 E2 SUMO-conjugating Enzyme Extends Cellular Lifespan,PARTIAL,2024-02-16,2025-01-15,https://www.ebi.ac.uk/pride/archive/projects/PXD049427
PXD050244,5,26,Nitrosylation-mediated regulation of MEK-ERK signaling in the NRAS-mutant melanoma,COMPLETE,2024-02-29,2025-05-02,https://www.ebi.ac.uk/pride/archive/projects/PXD050244
PXD050316,5,14,ACAD10 and ACAD11 join forces to metabolize 4-hydroxy fatty acid,COMPLETE,2024-03-04,2024-09-13,https://www.ebi.ac.uk/pride/archive/projects/PXD050316
PXD050400,5,21,"GCN5 interactome in U87MG Control, IR and doxorubicin treated conditions",PARTIAL,2024-03-06,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD050400
PXD050622,5,7,Neuronal differentiation requires BRAT1 complex to remove REST from chromatin,PARTIAL,2024-03-14,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD050622
PXD050784,5,7,Streamlined analysis of drug targets by proteome integral solubility alteration indicates organ-specific engagement,PARTIAL,2024-03-20,2024-10-16,https://www.ebi.ac.uk/pride/archive/projects/PXD050784
PXD051149,5,7,ACKR3 conformational changes upon nanobody binding,PARTIAL,2024-04-02,2025-12-04,https://www.ebi.ac.uk/pride/archive/projects/PXD051149
PXD051563,5,8,Hybrid mass spectrometry applied across the production of antibody biotherapeutics.,COMPLETE,2024-04-18,2024-07-12,https://www.ebi.ac.uk/pride/archive/projects/PXD051563
PXD051638,5,10,"DDA1, a novel factor in transcription-coupled repair, modulates CRL4CSA dynamics at DNA damage-stalled RNA polymerase II",PARTIAL,2024-04-22,2024-05-02,https://www.ebi.ac.uk/pride/archive/projects/PXD051638
PXD051710,5,10,A high-throughput screening approach identified a selective pro-caspase-10 probe that can inhibit its activity,PARTIAL,2024-04-24,2025-02-04,https://www.ebi.ac.uk/pride/archive/projects/PXD051710
PXD051771,5,16,N-Glycosylation-Defective IL6 Alternatively Activates the SRC-YAP-SOX2 Axis to Drive Metastasis and EGFR TKI Resistance,COMPLETE,2024-04-26,2025-01-18,https://www.ebi.ac.uk/pride/archive/projects/PXD051771
PXD051826,5,11,proteotoxic stress response in in-vitro 2 human neuronal models 3,COMPLETE,2024-04-29,2025-08-25,https://www.ebi.ac.uk/pride/archive/projects/PXD051826
PXD052026,5,13,Covalent penicillin-protein conjugates elicit anti-drug antibodies that are clonally and functionally restricted,PARTIAL,2024-05-06,2024-08-08,https://www.ebi.ac.uk/pride/archive/projects/PXD052026
PXD052155,5,26,Mosquito salivary apyrase regulates blood meal hemostasis and drives malaria parasite transmission,COMPLETE,2024-05-10,2025-01-16,https://www.ebi.ac.uk/pride/archive/projects/PXD052155
PXD052529,5,8,"Changes in the serum proteome profile of patients with neuroborreliosis, foresters, and patients after ILADS therapy",PARTIAL,2024-05-23,2025-01-18,https://www.ebi.ac.uk/pride/archive/projects/PXD052529
PXD052765,5,9,Redox-proteomic analysis of pancreatic β-cells upon glucose stimulation,PARTIAL,2024-05-31,2024-09-30,https://www.ebi.ac.uk/pride/archive/projects/PXD052765
PXD052946,5,139,Traffic jam directly regulates the Drosophila piRNA cluster flamenco and the Piwi pathway gene network to ensure transposon silencing and female fertility.,COMPLETE,2024-06-09,2025-04-01,https://www.ebi.ac.uk/pride/archive/projects/PXD052946
PXD053068,5,15,mTORC2-driven chromatin cGAS mediates chemoresistance in colorectal cancer,COMPLETE,2024-06-13,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD053068
PXD053481,5,41,Mapping the interaction surface between CaVβ and actin and its role in calcium channel clearance,PARTIAL,2024-06-28,2025-04-09,https://www.ebi.ac.uk/pride/archive/projects/PXD053481
PXD053582,5,10,Protein misfolding involving entanglements provides a structural explanation for the origin of stretched-exponential refolding kinetics,PARTIAL,2024-07-03,2025-03-18,https://www.ebi.ac.uk/pride/archive/projects/PXD053582
PXD053593,5,21,Nanosenors containing nonstandard amino acids,COMPLETE,2024-07-03,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD053593
PXD053886,5,10,Interaction proteins of cGAS and PSMA4 with lactate treatment,PARTIAL,2024-07-11,2025-03-21,https://www.ebi.ac.uk/pride/archive/projects/PXD053886
PXD053919,5,28,N1-Methylpseudouridine and pseudouridine modifications modulate mRNA decoding during translation,COMPLETE,2024-07-12,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD053919
PXD054006,5,26,Proteomics-Based Pilot Study on Heatstroke Recovery and Organ Injury Risk Assessment: Analysis of Clinical Human Heatstroke Cases Using Plasma Samples from Mild Heatstroke Conditions,COMPLETE,2024-07-17,2026-02-09,https://www.ebi.ac.uk/pride/archive/projects/PXD054006
PXD054063,5,17,Proteome of claws and skin of Anolis carolinensis and Pogona vitticeps,PARTIAL,2024-07-19,2024-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD054063
PXD054113,5,18,"The changes in HNSCC cell lines (e.g., OECM1) when treated with Cetuximab (500 ug/ml) at different passages. We used LC-MS/MS to identify the main target pathway. These findings could significantly enhance our evidence.",COMPLETE,2024-07-22,2025-12-29,https://www.ebi.ac.uk/pride/archive/projects/PXD054113
PXD054189,5,61,Theoretical assessment of indistinguishable peptides in mass spectrometry-based proteomics,PARTIAL,2024-07-24,2024-10-11,https://www.ebi.ac.uk/pride/archive/projects/PXD054189
PXD054249,5,42,SMAP3-ID for identification of protein-protein interactions in native cells,PARTIAL,2024-07-25,2025-05-25,https://www.ebi.ac.uk/pride/archive/projects/PXD054249
PXD054542,5,15,LC/MS/MS identification of phosphor-sites of Human ATR-domain (330-616 aa) expressed and purified from E. coli after in vitro phosphorylation.,COMPLETE,2024-08-02,2026-09-08,https://www.ebi.ac.uk/pride/archive/projects/PXD054542
PXD054577,5,7,Intragenic DNA inversions expand bacterial coding capacity,PARTIAL,2024-08-05,2024-08-06,https://www.ebi.ac.uk/pride/archive/projects/PXD054577
PXD055145,5,9,Aldehydes alter TGF-b signaling and induce obesity and cancer,PARTIAL,2024-08-23,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055145
PXD055204,5,14,Fecal metaproteomics of ketogenic diet - case study,PARTIAL,2024-08-26,2024-12-23,https://www.ebi.ac.uk/pride/archive/projects/PXD055204
PXD055412,5,239,"Phosphorylation regulates the chromatin remodeler SMARCAD1 in nucleosome binding, ATP hydrolysis, and histone exchange",COMPLETE,2024-09-01,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055412
PXD055413,5,214,"Phosphorylation regulates the chromatin remodeler SMARCAD1 in nucleosome binding, ATP hydrolysis, and histone exchange",COMPLETE,2024-09-01,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055413
PXD055609,5,16,Immunogenic noncoding cryptic peptides dominate the antigenic landscape of ovarian cancer,PARTIAL,2024-09-06,2025-01-14,https://www.ebi.ac.uk/pride/archive/projects/PXD055609
PXD055631,5,11,A network of interacting ciliary tip proteins with opposing activities imparts slow and processive microtubule growth,PARTIAL,2024-09-06,2024-11-19,https://www.ebi.ac.uk/pride/archive/projects/PXD055631
PXD055867,5,7,Dipeptidyl peptidase DPF-3 is a gatekeeper of microRNA Argonaute compensation in animals,PARTIAL,2024-09-15,2025-03-06,https://www.ebi.ac.uk/pride/archive/projects/PXD055867
PXD055870,5,6,Identification of post translational modifications of human Topoiosmerase 1 in the presence of camptothecin and CHK1 inhibitor SCH900776.,PARTIAL,2024-09-15,2026-03-16,https://www.ebi.ac.uk/pride/archive/projects/PXD055870
PXD056344,5,10,β-Carotene alleviates substrate inhibition caused by asymmetric cooperativity,PARTIAL,2024-09-28,2025-03-06,https://www.ebi.ac.uk/pride/archive/projects/PXD056344
PXD056378,5,7,MNX1-mediated Histone Modifications and PBX Family Role in MNX1-AML Leukemogenesis,PARTIAL,2024-09-30,2025-04-24,https://www.ebi.ac.uk/pride/archive/projects/PXD056378
PXD056411,5,6,CDH11 regulates presynaptic vesicle trafficking and neuronal activity in autism-related brain circuit,PARTIAL,2024-10-01,2025-08-08,https://www.ebi.ac.uk/pride/archive/projects/PXD056411
PXD056652,5,7,Determining TCR Binding Orientation and Peptide-HLA Interac-tions Using Cross-Linking Mass Spectrometry,PARTIAL,2024-10-09,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD056652
PXD056783,5,7,Proteomic analysis of cerebrospinal fluid in a Retinoblastoma patient.,PARTIAL,2024-10-14,2025-04-16,https://www.ebi.ac.uk/pride/archive/projects/PXD056783
PXD056949,5,8,NHS esters are non-innocent protein acylating reagents,PARTIAL,2024-10-18,2025-04-27,https://www.ebi.ac.uk/pride/archive/projects/PXD056949
PXD057012,5,7,PERK crosstalk between ER and microtubule dynamics,PARTIAL,2024-10-21,2025-11-03,https://www.ebi.ac.uk/pride/archive/projects/PXD057012
PXD057481,5,9,Kupffer cell-derived IL6 promotes hepatocellular carcinoma metastasis via the JAK1-ACAP4 pathway,PARTIAL,2024-11-04,2025-05-26,https://www.ebi.ac.uk/pride/archive/projects/PXD057481
PXD057548,5,18,Analyzing Intrinsically Ordered and Disordered Regions of the DDD Complex,PARTIAL,2024-11-05,2025-03-10,https://www.ebi.ac.uk/pride/archive/projects/PXD057548
PXD057694,5,10,"Human 293T -cGAS-MYO1F-KAT2A,LC-MS",PARTIAL,2024-11-09,2024-12-14,https://www.ebi.ac.uk/pride/archive/projects/PXD057694
PXD057726,5,67,Standardization of in vitro method of Biofilm formation by Clinical Isolates of Pseudomonas aeruginosa and elucidating its Biofilm-specific Proteins through LC-Orbitrap HRMS-based Peptidomics,COMPLETE,2024-11-11,2026-05-17,https://www.ebi.ac.uk/pride/archive/projects/PXD057726
PXD057803,5,11,Targeting FOXA1 and FOXA2 Disrupts the Lineage-Specific Oncogenic Output in Prostate Cancer,PARTIAL,2024-11-12,2026-01-27,https://www.ebi.ac.uk/pride/archive/projects/PXD057803
PXD058644,5,7,Structural and Functional Glycosylation of the Abdala COVID-19 Vaccine,PARTIAL,2024-12-06,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD058644
PXD058740,5,9,PTBP1 and PTBP2 associate with distinct proteins and have distinct post-translational modifications in nuclear neuronal extract.,PARTIAL,2024-12-10,2026-02-09,https://www.ebi.ac.uk/pride/archive/projects/PXD058740
PXD058944,5,11,Study on the changes of extracellular matrix morphology and components in COPD animal model by using lung decellularized scaffold,PARTIAL,2024-12-17,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD058944
PXD059137,5,13,Proteomic profiling of PRLX-93936 and structurally similar compounds in pancreatic cancer cells. ,PARTIAL,2024-12-23,2025-08-15,https://www.ebi.ac.uk/pride/archive/projects/PXD059137
PXD059557,5,17,From dimer to tetramer: the evolutionary trajectory of C4 photosynthetic-NADP-ME oligomeric state in Poaceae,PARTIAL,2025-01-08,2026-05-24,https://www.ebi.ac.uk/pride/archive/projects/PXD059557
